smiles,Taste
CCCC(=O)CC(=O)NC1CCOC1=O,Bitter
C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@H](C)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,Bitter
O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@@H]12,Bitter
CCN(CC)CC(C)(C)COC(=O)c1ccc(N)cc1.Cl,Bitter
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C(=O)O)CC[C@@]2(C(=O)O)CC[C@H]1C,Bitter
O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1,Bitter
O=C1NCC(=O)N2CCC[C@@H]12,Bitter
CCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,Bitter
Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,Bitter
CC1=C(C=O)C(C)(C)C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1,Bitter
CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2.Cl,Bitter
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Bitter
COc1ccc(-c2coc3cc(OC)ccc3c2=O)cc1,Bitter
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,Bitter
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,Bitter
CCc1ccc(C(=O)C(C)CN2CCCC2)cc1.Cl,Bitter
NC(N)=NCCC[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,Bitter
CCN(CC)CCOC(=O)c1ccc(N)cc1.O.O,Bitter
C=CCCCCCCCCCCCC(O)CC(O)CO,Bitter
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,Bitter
C=C[C@H]1[C@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3O)[C@H](OC(C)=O)[C@H]2OC(=O)c2ccccc2)OC=C2C(=O)OCC[C@H]21,Bitter
CCN(CC)CC(O)CNc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl.Cl,Bitter
CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C(O)(CC=C(C)C)C1=O,Bitter
O=C=NCCc1ccccc1,Bitter
CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O,Bitter
CC(Cc1ccccc1)NCCC#N.Cl,Bitter
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1.O=S(=O)([O-])[O-],Bitter
CCNCC(O)c1cccc(O)c1.Cl,Bitter
C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N)CC[C@]4(C)[C@H]3CC[C@]12C)N(C)C,Bitter
O=c1cc(-c2ccc(O)cc2)oc2cccc(O)c12,Bitter
Cl.c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,Bitter
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,Bitter
COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1.Cl,Bitter
CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,Bitter
C=C1C(=O)O[C@@H]2[C@H]3C(COC(=O)Cc4ccc(O)cc4)=CC(=O)C3=C(C)C[C@H](O)[C@@H]12,Bitter
C=C1C(=O)O[C@@H]2[C@H]3C(CO)=CC(=O)C3=C(C)C[C@H](OC(=O)Cc3ccc(O)cc3)[C@@H]12,Bitter
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,Bitter
C#CCCCCCCCCCCC[C@H](O)C[C@H](O)COC(C)=O,Bitter
CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,Bitter
CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OCC(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,Bitter
O=c1cc(-c2ccc(O)cc2)oc2ccc(O)cc12,Bitter
CCC(C)C(=O)C1=C(O)C(O)(CC=C(C)C)C(=O)C(CC=C(C)C)C1=O,Bitter
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
C[C@@]12C[C@@H](c3ccoc3)OC(=O)[C@@H]1CC[C@]1(C)[C@H]2[C@@H]2C=C[C@@]1(O)C(=O)O2,Bitter
C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)[C@@H]2C(C)=CC[C@H]1O,Bitter
CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C1O,Bitter
OC1CCCN2CC3CC(CN4CCCCC34)C12,Bitter
C=C[C@H]1CNCC[C@H]1CCC(=O)c1ccnc2ccc(OC)cc12.Cl,Bitter
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,Bitter
CC1OC(O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,Bitter
CC1=CC(=O)CC(C(C)C)C1,Bitter
O=c1cc(-c2ccc(O)cc2)oc2ccccc12,Bitter
[O-][N+]12CCCCC1CCCC2CO,Bitter
O=C1c2ccc(O)cc2OC(c2ccc(O)c(O)c2)C1O,Bitter
[Br-].[Na+],Bitter
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,Bitter
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,Bitter
CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,Bitter
CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,Bitter
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,Bitter
CS(=O)(=O)OCCCNCCCOS(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,Bitter
CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,Bitter
O=C1NS(=O)(=O)c2ccc([N+](=O)[O-])cc21,Bitter
NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,Bitter
C=Cc1cncc2c1CCOC2=O,Bitter
CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C1O,Bitter
COc1cc(OC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)ccc1O,Bitter
CCN(CC)CCN1C(=O)c2ccccc2S1(=O)=O,Bitter
CCN(CC)CCCN1C(=O)c2ccccc2S1(=O)=O,Bitter
C=C(C)C1C2CC3(C)C4(CO4)C4OC4C3(O)C1C(=O)O2,Bitter
CCCCN(CCCC)CCN1C(=O)c2ccccc2S1(=O)=O,Bitter
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,Bitter
OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,Bitter
OC[C@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,Bitter
Oc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1,Bitter
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,Bitter
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,Bitter
C[C@@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)C36C(O)C(=O)O[C@H]6O[C@@]4(C(=O)O5)[C@]21O,Bitter
CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,Bitter
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,Bitter
OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,Bitter
C=C1[C@H]2CC[C@@H]3[C@@](CC[C@@H]4[C@@]5(C)CCC[C@]43CN3CCOC35)(C2)[C@H]1O,Bitter
C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,Bitter
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]1(O)CC[C@@H](C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@](O)(CC[C@@H](C)CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,Bitter
CC(=O)O[C@@H]1C[C@]2(C)[C@H](CC[C@@H](O)[C@]2(C)O)[C@@](C=O)(C[C@@H](O)c2ccoc2)[C@@H]1C,Bitter
CC1=C[C@@H]2[C@@H]3[C@@H]4C(=C(C)[C@@H]3[C@]13[C@H]1OC(=O)[C@@H](C)[C@@H]1CC[C@](C)(O)[C@H]23)[C@H]1OC(=O)[C@@H](C)[C@@H]1CC[C@]4(C)O,Bitter
CC1=C2C(=CC1)[C@@](C)(O)CC[C@H]1[C@H](C)C(=O)O[C@H]21,Bitter
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(O)c(OC)cc21,Bitter
C=C1C(=O)O[C@@H]2[C@H]3C(CO)=CC(=O)C3=C(C)C[C@H](O)[C@@H]12,Bitter
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)C=CC(=O)[C@@]21C,Bitter
CC(C)(O)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,Bitter
C=C(C)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,Bitter
COc1ccc2cc1-c1cc(ccc1O)C[C@H]1c3cc4c(cc3CCN1C)Oc1c(OC)cc3c(c1O4)[C@H](C2)N(C)CC3,Bitter
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Bitter
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1O,Bitter
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1,Bitter
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)NCC[C@H]21,Bitter
C[C@H](CCc1ccc(O)cc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,Bitter
CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,Bitter
CCCC(=O)NC1CCOC1=O,Bitter
O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]12,Bitter
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O,Bitter
Cl.O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,Bitter
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,Bitter
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,Bitter
CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)C1CC2OC3=O,Bitter
C=C1C(=O)O[C@H]2[C@H]1CCC(=C)[C@@H]1C[C@@H](O)C(=C)[C@H]21,Bitter
C[C@H](CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O)C(=O)O,Bitter
C=C1C2CCC3C(CCC4C5(C)CCCC43C3OCCN3C5)(C2)C1O,Bitter
CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,Bitter
COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2,Bitter
O=C([O-])c1ccccc1.[Na+],Bitter
CC(C)=CCC(=O)C1(O)C(=O)C(C(=O)CC(C)C)=C(O)C1(O)CC=C(C)C,Bitter
CC(C)=CCC1(CC=C(C)C)C(=O)C(=O)C(C(=O)C(C)C)C1=O,Bitter
CC1=CCC23OC2(C)CCC2C(C)C(=O)OC2C13,Bitter
CC1=CCC(C(C)(C)OC(=O)CC(C)C)CC1,Bitter
CC(C)=CCC1(CC=C(C)C)C(=O)C(O)=C(C(=O)CC(C)C)C1=O,Bitter
C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)O[C@@]13CC=C(C)[C@@H]23,Bitter
O=C(/C=C/c1ccccc1)c1ccccc1,Bitter
COc1cc(/C=C/C(=O)O)cc(OC)c1O,Bitter
C/C=C/c1ccc(OC)c(OC)c1,Bitter
CC(C)=CCC/C(C)=C/C=O,Bitter
COC(=O)[C@@H]1[C@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,Bitter
O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,Bitter
COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1,Bitter
CC(C)=CCC/C(C)=C\CO,Bitter
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,Bitter
CCCc1cc(=O)[nH]c(=S)[nH]1,Bitter
O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1.[Na+],Bitter
CN(C)CC/C=C1\c2ccccc2COc2ccccc21,Bitter
Cc1cc(=O)[nH]c(=S)[nH]1,Bitter
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccc(O)cc12,Bitter
C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,Bitter
COc1cc2oc(-c3ccccc3)cc(=O)c2cc1OC,Bitter
COc1ccc2oc(-c3ccc(O)cc3)cc(=O)c2c1,Bitter
COc1ccc2c(=O)cc(-c3ccc(O)cc3)oc2c1,Bitter
NC(=S)Nc1ccccc1,Bitter
CCOC(=O)/C=C/c1ccc(O)cc1,Bitter
O=c1cc(-c2ccccc2O)oc2cccc(O)c12,Bitter
O=C(O)/C=C/c1ccc(O)c(O)c1,Bitter
S=C(Nc1ccccc1)Nc1ccccc1,Bitter
NC(=S)Nc1cccc2ccccc12,Bitter
CCOC(=O)/C=C/c1ccc(O)c(OC)c1,Bitter
O=C1[C@@H]2CCCN2C(=O)[C@@H]2CCCN12,Bitter
CC(=S)Nc1ccccc1,Bitter
CC(C)C[C@@H]1NC(=O)CNC1=O,Bitter
COc1c(N2CCN[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Bitter
O=c1cc[nH]c(=S)[nH]1,Bitter
Cn1cc[nH]c1=S,Bitter
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,Bitter
CC(=O)OC/C=C(\C)CCC=C(C)C,Bitter
C=CCNC(N)=S,Bitter
COc1ccc2ccc(=O)oc2c1C[C@@H]1OC1(C)C,Bitter
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,Bitter
CC(=O)NC(N)=S,Bitter
S=C1NCCN1,Bitter
CNC(N)=S,Bitter
Cl.Nc1c2c(nc3ccccc13)CCCC2,Bitter
CCCCCCCc1[nH]c2ccccc2c(=O)c1O,Bitter
CCN(CC)C1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc21,Bitter
CCCc1c[nH]c(=S)[nH]c1=O,Bitter
C#CCCCCCCCCCCCC(O)CC(O)CO,Bitter
CCNC(N)=S,Bitter
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,Bitter
C=CC1CNC(=S)O1,Bitter
CC1(C)C(=O)CCC2(C)C3CCC4CC3(CCC12)CC4(O)COC1OC(CO)C(O)C(O)C1O,Bitter
CCCCCCCCCC(=O)OC[C@H](O)CO,Bitter
CC(C)OC1=NS(=O)(=O)c2ccccc21,Bitter
C=CCCCCCCCCCCCC(O)CC(O)COC(C)=O,Bitter
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,Bitter
O=C1c2c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c2C(=O)c2c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c21,Bitter
Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1.[Na+],Bitter
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O,Bitter
O=C(/C=C/c1cccc(O)c1)c1ccccc1O,Bitter
COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O,Bitter
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Bitter
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,Bitter
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,Bitter
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,Bitter
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Bitter
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,Bitter
COc1cc(/C=C/C(=O)NCCc2ccc(O)cc2)ccc1O,Bitter
O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,Bitter
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,Bitter
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,Bitter
O=C(O)/C=C/c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,Bitter
C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,Bitter
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,Bitter
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Bitter
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,Bitter
C=C[C@@H](O)C#CC#CC/C=C\CCCCCCC,Bitter
O=C(/C=C/c1ccc(O)cc1)Nc1ccc(O)cc1C(=O)O,Bitter
CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,Bitter
CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,Bitter
O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,Bitter
Cc1nccc2c1[nH]c1ccccc12,Bitter
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,Bitter
O=c1ccc2ccc(O)cc2o1,Bitter
C=C1C(=O)O[C@@H]2/C=C(\C)CC[C@@H](O)C(=C)CC[C@@H]12,Bitter
C=C(C(=O)O[C@H]1C/C(C)=C/CC/C(CO)=C/[C@H]2OC(=O)C(=C)[C@H]12)[C@@H](O)CO,Bitter
C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)c(O)c1,Bitter
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,Bitter
O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12,Bitter
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12,Bitter
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,Bitter
COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,Bitter
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,Bitter
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,Bitter
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,Bitter
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,Bitter
O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,Bitter
O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,Bitter
O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,Bitter
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,Bitter
COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,Bitter
CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,Bitter
O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,Bitter
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,Bitter
CC(C)=CCC/C(C)=C/COC=O,Bitter
O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,Bitter
CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C/CO)CO,Bitter
O=C(/C=C/c1ccccc1)c1ccc(O)cc1,Bitter
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,Bitter
CCCCC/C=C\C/C=C\CCCCCCCC(=O)CC(O)COC(C)=O,Bitter
CCCCCCCCCC/C=C/C=O,Bitter
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO,Bitter
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(O)CO,Bitter
O.O.[Ba+2].[Cl-].[Cl-],Bitter
[Ca+2].[Cl-].[Cl-],Bitter
CNC[C@H](O)c1cccc(O)c1.Cl,Bitter
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,Bitter
O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12,Bitter
O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12,Bitter
CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O,Bitter
O=C(/C=C/c1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,Bitter
OC/C=C/c1ccccc1,Bitter
CCOC(=O)/C=C/c1ccc(O)c(O)c1,Bitter
COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,Bitter
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,Bitter
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,Bitter
COC(=O)/C=C/c1ccc(O)cc1,Bitter
CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO,Bitter
O=c1cc(-c2ccccc2O)oc2cc(O)cc(O)c12,Bitter
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,Bitter
CCC(C)C(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,Bitter
CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,Bitter
O=COC/C=C/c1ccccc1,Bitter
